item_id,order_id,product_id,quantity,unit_price,discount_percent
922,488,42,4,8602.7,25
923,831,49,6,1966.46,0
924,1176,102,-4,107.52,50
925,740,100,4,1371.28,0
926,1164,63,2,11987.26,0
927,1135,37,4,8533.65,50
928,725,134,2,6956.06,25
929,150,127,2,4730.9,0
930,753,144,2,8246.11,10
931,80,109,4,12057.15,25
932,64,29,6,6444.52,0
933,59,42,5,4543.71,50
934,526,48,5,2808.56,20
935,182,129,5,8656.34,0
936,291,33,1,5195.69,50
937,932,41,-2,3427.06,25
938,128,2,3,11232.54,30
939,1161,48,1,2504.48,10
940,239,91,1,3375.5,0
941,84,57,4,83.64,0
942,837,45,5,9978.0,0
943,711,21,3,2929.16,10
944,888,20,5,12325.36,30
945,409,46,3,6621.99,0
946,535,144,5,13734.84,50
947,1084,52,4,10968.92,0
948,1193,136,2,11788.12,10
949,887,112,2,10003.55,15
950,51,5,5,5266.56,30
951,375,68,1,9615.29,5
952,328,17,1,8949.7,10
953,39,150,1,2385.34,5
954,98,130,3,8733.61,0
955,1070,150,3,2407.52,0
956,1158,145,3,7104.22,5
957,680,108,4,6812.59,10
958,85,85,4,12231.31,30
959,897,66,5,12366.65,15
960,109,92,5,14661.44,50
961,384,96,-4,1865.2,10
962,731,64,4,9568.03,25
963,81,35,4,7179.36,0
964,1111,116,6,5303.47,20
965,359,29,6,9620.03,0
966,478,24,3,9026.95,0
967,682,33,5,1479.32,10
968,1013,43,1,3011.83,50
969,1133,107,6,10060.66,0
970,1006,49,4,926.43,25
971,1198,88,4,8029.96,10
972,529,129,6,4570.33,10
973,1146,58,3,13921.8,10
974,197,109,2,9921.44,0
975,75,53,1,5544.14,10
976,423,109,4,2440.15,20
977,1052,44,2,12517.67,0
978,726,58,2,6430.98,30
979,316,48,2,5338.4,0
980,571,48,2,2541.1,0
981,264,33,5,9983.35,5
982,569,110,1,12882.3,0
983,1174,55,4,8947.91,10
984,978,11,4,5005.21,10
985,593,123,6,2792.59,50
986,686,107,1,12572.07,30
987,205,68,6,5679.88,20
988,950,41,1,12513.67,25
989,844,109,5,4602.47,25
990,82,94,4,7697.82,25
991,46,106,2,12907.16,30
992,354,100,5,8143.97,0
993,1035,128,3,1474.85,30
994,116,101,4,4412.49,0
995,978,119,1,11732.12,15
996,737,123,3,14176.21,0
997,709,90,6,11644.7,0
998,840,120,6,1771.73,0
999,359,143,2,8063.95,25
1000,283,69,6,12161.19,30
1001,138,116,4,11879.66,10
1002,191,57,4,7276.08,30
1003,778,75,2,10198.7,0
1004,584,70,1,329.85,20
1005,375,50,1,3237.59,30
1006,556,74,5,4730.12,15
1007,642,101,2,12179.05,0
1008,411,4,6,4965.18,5
1009,1081,14,5,7890.5,25
1010,581,85,6,549.18,20
1011,430,136,5,6544.54,30
1012,453,15,1,8883.16,15
1013,597,135,1,4302.45,0
1014,313,27,6,2715.96,50
1015,1041,130,4,7560.6,15
1016,430,77,4,3648.49,25
1017,476,34,2,755.51,20
1018,297,127,4,5213.52,25
1019,168,81,5,10369.5,25
1020,448,18,3,8310.63,5
1021,13,98,1,12214.91,50
1022,540,38,6,5339.3,0
1023,246,9,6,4715.27,20
1024,432,62,4,2370.53,0
1025,138,50,2,3520.09,0
1026,1103,147,5,8223.23,0
1027,1144,111,3,13095.48,0
1028,121,70,1,8067.66,0
1029,666,64,2,7105.11,0
1030,539,115,4,4128.91,25
1031,516,131,3,12552.63,15
1032,727,148,2,2266.84,10
1033,1011,65,4,5101.13,0
1034,261,146,6,9425.84,0
1035,1037,114,1,6974.54,50
1036,1145,103,3,14102.98,20
1037,1095,58,-3,12465.03,0
1038,497,97,3,11484.58,10
1039,372,26,1,14170.2,0
1040,107,36,5,6409.82,25
1041,51,95,3,9891.37,0
1042,496,104,3,8152.4,0
1043,103,95,3,10141.19,0
1044,251,33,3,1402.46,50
1045,179,10,3,5774.84,30
1046,129,81,2,10388.07,20
1047,648,70,6,9584.55,0
1048,649,120,2,2001.8,25
1049,718,136,2,12592.57,10
1050,178,143,4,7797.47,0
1051,1214,2,4,3358.3,0
1052,1168,125,4,14139.02,0
1053,857,51,6,13971.74,15
1054,363,88,3,8055.52,0
1055,935,94,1,6431.68,25
1056,553,105,-3,11398.1,30
1057,677,19,2,5130.16,30
1058,983,99,6,10593.24,10
1059,975,81,1,7449.25,0
1060,894,63,2,8359.36,5
1061,1180,26,2,2655.92,0
1062,720,103,2,4177.13,0
1063,1180,69,4,3371.85,5
1064,174,121,4,11891.8,10
1065,662,96,5,8846.44,0
1066,558,26,5,4097.3,5
1067,142,46,2,10176.73,0
1068,929,98,3,7654.57,50
1069,92,30,1,2677.15,0
1070,696,130,1,4784.04,0
1071,697,129,1,11287.68,0
1072,743,113,5,6737.63,0
1073,236,38,4,2306.43,0
1074,569,37,4,7376.9,10
1075,721,144,5,5466.34,25
1076,937,104,-2,12269.68,10
1077,843,149,3,9264.95,0
1078,1075,148,5,14468.14,10
1079,704,136,5,11391.42,0
1080,349,89,6,12796.53,15
1081,795,75,4,3713.77,50
1082,249,102,5,8856.87,50
1083,149,94,1,8890.86,0
1084,466,138,5,3146.77,15
1085,594,75,3,8209.34,0
1086,1131,79,-1,1162.06,0
1087,61,40,5,9382.76,50
1088,505,54,3,13656.68,15
1089,456,133,3,4238.34,0
1090,124,54,-3,6221.08,0
1091,1104,21,3,5081.56,0
1092,983,6,1,11253.68,10
1093,89,25,4,14924.19,5
1094,1164,118,5,3858.15,0
1095,26,42,3,7629.21,25
1096,291,35,1,8611.93,0
1097,1053,139,2,780.03,50
1098,47,7,3,10691.41,0
1099,844,141,2,3349.07,0
1100,834,142,6,13382.77,0
1101,987,103,1,4757.94,15
1102,1154,96,1,2867.81,50
1103,175,9,6,6780.64,0
1104,1162,56,4,9183.68,25
1105,238,136,5,4788.98,5
1106,1168,22,3,6665.91,0
1107,272,120,4,14647.67,20
1108,123,116,4,6511.32,25
1109,13,21,-2,11208.36,0
1110,594,142,5,320.27,30
1111,369,67,1,7703.67,0
1112,807,42,6,3616.28,15
1113,1048,125,4,12600.64,50
1114,452,121,2,11099.77,10
1115,661,112,2,10348.82,30
1116,656,109,3,11426.74,0
1117,966,9,6,11729.67,15
1118,1074,51,5,1991.87,15
1119,515,124,4,8055.33,25
1120,256,25,2,3353.55,25
1121,1151,41,2,1820.68,50
1122,11,123,2,7088.47,20
1123,110,79,6,11096.86,20
1124,775,49,5,6025.65,5
1125,892,10,6,2946.65,30
1126,522,77,6,14481.42,20
1127,299,26,3,5290.8,20
1128,57,62,5,12683.92,25
1129,2,17,2,4019.34,25
1130,860,138,1,6107.02,0
1131,977,38,1,1027.92,10
1132,395,15,5,13679.23,50
1133,588,45,4,13234.97,15
1134,13,124,1,5303.91,30
1135,465,9,3,8482.14,5
1136,306,8,6,1523.42,15
1137,884,44,1,9139.52,0
1138,833,134,4,1101.97,20
1139,553,16,1,9478.58,15
1140,995,90,3,13441.91,0
1141,30,92,-3,3161.65,5
1142,1133,75,3,9635.24,0
1143,957,100,6,4065.02,15
1144,301,12,3,547.2,20
1145,783,143,2,11389.0,0
1146,310,29,6,7524.54,20
1147,658,143,5,5020.14,0
1148,171,7,1,9859.55,0
1149,203,23,4,13159.73,0
1150,702,3,1,3014.35,0
1151,831,53,2,5842.41,0
1152,401,68,4,12217.34,25
1153,951,40,1,7612.36,20
1154,169,141,4,3907.3,5
1155,883,71,4,13214.08,0
1156,533,138,1,9124.3,30
1157,161,125,5,1292.23,30
1158,111,24,3,2164.84,15
1159,449,64,4,10484.64,0
1160,1088,51,1,5500.35,5
1161,345,123,-2,2705.6,5
1162,1127,84,1,3323.81,50
1163,426,28,1,9966.12,50
1164,561,117,3,9117.81,10
1165,516,50,3,2276.83,50
1166,20,35,1,6049.03,0
1167,482,141,-6,5361.41,0
1168,629,55,4,1674.32,25
1169,311,108,5,12937.56,30
1170,417,127,2,9214.6,0
1171,1119,20,4,12913.64,30
1172,694,59,1,6317.42,0
1173,941,12,5,9126.66,0
1174,407,24,1,13724.72,20
1175,397,146,3,10498.39,15
1176,1038,43,1,2231.79,30
1177,272,47,4,10559.71,0
1178,101,7,5,8607.38,0
1179,828,15,4,12090.29,25
1180,679,106,2,3768.12,0
1181,886,40,4,507.4,15
1182,196,71,5,12227.05,30
1183,889,124,3,7657.08,25
1184,589,86,6,1569.33,50
1185,438,25,6,10431.23,25
1186,1141,136,3,2149.99,0
1187,62,9,1,11640.8,0
1188,931,126,2,13130.31,30
1189,116,10,6,11455.51,20
1190,53,67,5,7140.9,25
1191,498,20,2,2352.39,5
1192,1205,41,2,12446.84,0
1193,898,125,4,590.53,30
1194,24,4,5,6291.71,0
1195,491,145,2,4629.9,15
1196,1084,77,3,12172.73,10
1197,650,35,4,1172.49,50
1198,1049,101,3,4582.79,10
1199,154,50,-2,10368.15,0
1200,112,117,4,12950.33,30
1201,35,123,4,3605.04,20
1202,864,73,5,8224.64,10
1203,332,58,6,141.48,5
1204,674,80,2,7711.79,50
1205,283,125,3,2813.93,0
1206,835,98,6,12716.62,0
1207,522,64,2,2767.73,0
1208,761,133,5,6970.06,15
1209,558,150,1,1265.49,5
1210,374,102,5,12608.19,5
1211,190,99,5,9435.25,5
1212,485,101,4,1097.67,15
1213,318,141,1,6755.05,0
1214,821,79,4,8645.57,30
1215,864,15,6,11560.69,10
1216,732,140,4,3323.01,10
1217,332,23,4,12203.67,0
1218,247,143,4,2711.29,15
1219,1010,116,4,3096.09,0
1220,616,35,6,217.34,0
1221,1165,18,2,3356.0,0
1222,532,84,4,1315.4,5
1223,475,75,6,11961.36,20
1224,481,38,2,10413.71,25
1225,138,97,-2,6938.55,25
1226,348,8,2,8348.58,20
1227,15,122,4,5482.21,10
1228,495,1,5,6699.37,5
1229,1011,59,6,10526.66,0
1230,950,119,4,11080.99,20
1231,462,48,6,9887.28,25
1232,1109,76,4,824.21,25
1233,842,39,2,3500.78,0
1234,354,108,1,12435.14,0
1235,571,5,2,12414.68,10
1236,700,48,4,4880.29,15
1237,668,82,1,4893.45,25
1238,410,15,2,7052.92,10
1239,540,6,4,10135.75,10
1240,1011,111,1,14383.6,20
1241,355,57,1,6155.56,0
1242,337,27,1,56.94,0
1243,741,63,5,13461.13,0
1244,830,94,1,13115.77,25
1245,62,128,2,9398.42,10
1246,56,39,2,10205.68,50
1247,1148,147,2,1410.27,25
1248,516,99,1,2170.91,0
1249,158,51,4,135.1,0
1250,661,92,3,10281.54,20
1251,712,26,1,2767.09,0
1252,378,22,6,3664.19,50
1253,1119,147,1,2508.1,0
1254,572,81,3,13896.89,0
1255,270,84,4,2221.05,0
1256,683,123,2,9791.98,10
1257,1008,77,2,2665.96,5
1258,819,108,5,1262.88,0
1259,320,103,5,3007.26,20
1260,269,2,4,9611.37,15
1261,71,83,3,10575.4,25
1262,243,121,5,9923.16,25
1263,751,60,1,12374.48,20
1264,588,144,2,4035.8,10
1265,424,37,4,12902.02,5
1266,1063,23,6,11814.5,15
1267,475,70,3,13768.75,20
1268,493,13,5,8177.87,0
1269,1195,128,1,3471.51,25
1270,437,102,2,12372.4,20
1271,814,110,6,2441.38,50
1272,11,15,1,9796.65,30
1273,247,8,4,1733.17,5
1274,751,133,1,6077.44,0
1275,339,92,3,5577.36,5
1276,1126,72,2,9122.03,25
1277,52,113,1,9044.82,10
1278,34,129,6,9618.29,10
1279,1196,14,3,1890.47,0
1280,440,92,2,13113.98,10
1281,797,90,3,4351.2,5
1282,604,113,1,4644.18,20
1283,863,33,2,14986.95,0
1284,759,149,-2,13487.87,30
1285,390,124,5,1050.16,5
1286,781,104,4,9392.69,30
1287,482,133,4,6274.36,0
1288,1084,106,3,12314.32,5
1289,564,15,5,7576.67,15
1290,514,62,6,8656.85,15
1291,348,19,4,238.6,30
1292,489,105,1,13132.34,50
1293,1193,106,1,3522.11,0
1294,40,143,2,4162.72,5
1295,1089,102,2,8048.03,0
1296,946,42,2,331.97,10
1297,895,135,3,7510.53,50
1298,741,88,5,9361.72,50
1299,286,53,6,12360.48,0
1300,17,75,1,4316.95,25
1301,779,100,1,4090.74,20
1302,620,54,4,5494.93,20
1303,575,50,4,9258.68,0
1304,556,101,1,4902.28,20
1305,1047,25,4,9372.92,0
1306,601,122,4,9952.75,50
1307,53,39,3,10099.07,30
1308,350,27,1,8250.12,30
1309,931,40,1,11326.04,15
1310,722,117,3,7108.79,20
1311,702,71,5,13857.91,0
1312,1044,22,2,8923.62,15
1313,131,136,4,11001.72,5
1314,1190,130,5,4308.31,5
1315,336,25,6,8937.04,30
1316,1152,53,6,6773.74,0
1317,871,132,-6,4147.04,5
1318,976,120,3,14075.24,0
1319,325,140,5,11497.35,20
1320,364,37,4,3320.51,10
1321,1096,36,2,6796.81,15
1322,1055,37,4,4697.28,30
1323,1072,96,4,7304.42,0
1324,678,46,4,5608.17,20
1325,972,47,4,3163.25,0
1326,609,9,1,633.26,30
1327,536,94,3,5499.49,5
1328,283,99,1,4553.04,0
1329,926,55,4,8210.9,0
1330,429,143,5,11123.54,15
1331,734,82,4,14778.02,30
1332,50,115,4,9213.24,15
1333,572,66,3,14334.9,10
1334,363,1,1,2774.5,15
1335,686,47,2,732.93,0
1336,899,58,2,13769.51,50
1337,666,35,4,13695.5,5
1338,422,114,2,11420.74,0
1339,422,52,5,4514.22,5
1340,603,48,6,14277.02,30
1341,1098,53,6,14525.42,50
1342,450,88,4,839.98,0
1343,400,32,5,1293.03,0
1344,81,11,2,5618.93,5
1345,594,52,6,5854.45,50
1346,213,10,-3,13419.26,0
1347,249,65,1,89.62,50
1348,634,79,2,10122.1,0
1349,998,51,1,11637.33,0
1350,418,60,4,11076.19,0
1351,884,107,1,4294.12,25
1352,188,49,6,1001.85,0
1353,865,91,2,8376.26,10
1354,988,27,1,12546.95,15
1355,31,28,4,14730.58,25
1356,1141,18,3,7224.79,25
1357,963,26,2,12516.19,0
1358,610,114,4,9654.54,0
1359,511,30,6,13642.31,0
1360,433,35,3,7076.54,0
1361,1177,72,1,11577.91,25
1362,444,4,5,6418.01,0
1363,270,2,1,5499.21,0
1364,234,21,6,13496.11,50
1365,191,30,3,8845.99,30
1366,1069,132,6,8587.76,25
1367,1089,59,4,964.96,0
1368,1020,29,2,13435.97,15
1369,98,84,4,9540.37,0
1370,832,36,5,5043.19,25
1371,585,120,3,13054.56,0
1372,535,59,2,10268.65,0
1373,261,148,5,11231.67,0
1374,695,148,5,7153.56,30
1375,911,119,4,6478.12,15
1376,907,110,1,8775.57,20
1377,377,93,2,5989.81,0
1378,822,108,2,12714.49,15
1379,270,12,4,9995.71,20
1380,1179,71,6,10044.03,25
1381,134,80,2,5971.0,50
1382,963,14,4,6182.24,50
1383,763,132,3,9579.54,20
1384,132,120,3,611.22,5
1385,1071,26,6,3748.07,0
1386,583,17,1,9421.57,0
1387,984,63,1,8755.34,15
1388,1006,84,4,6235.8,30
1389,1099,4,6,9776.87,10
1390,288,87,1,4933.26,0
1391,500,135,5,1194.22,15
1392,1066,72,5,3717.18,0
1393,564,114,6,9544.02,5
1394,304,143,2,3323.34,5
1395,1013,144,2,1233.03,50
1396,1058,54,1,6679.62,0
1397,288,145,3,12537.37,10
1398,38,64,5,10692.06,0
1399,990,113,4,14975.67,5
1400,909,11,2,53.69,15
1401,255,65,-1,9843.79,50
1402,806,94,1,8109.16,25
1403,523,90,2,13678.4,10
1404,15,86,5,13113.54,20
1405,272,76,1,3144.76,25
1406,821,138,4,9435.39,20
1407,760,12,2,13312.14,0
1408,836,28,2,6832.13,5
1409,425,88,6,8296.59,10
1410,579,34,2,1376.24,30
1411,375,128,3,7290.93,10
1412,937,79,6,3860.91,15
1413,1084,113,2,9363.46,5
1414,364,131,5,14928.18,30
1415,31,18,6,3998.5,20
1416,298,4,3,360.57,50
1417,549,116,5,3461.19,0
1418,417,73,5,6700.13,0
1419,1122,40,1,5077.36,20
1420,886,27,5,6066.77,0
1421,454,57,3,11736.15,15
1422,524,138,6,9350.38,50
1423,1132,91,2,8327.97,15
1424,169,119,1,4409.8,20
1425,61,23,6,13615.26,5
1426,337,123,-2,10032.36,30
1427,1010,140,6,6071.58,0
1428,1095,28,2,11126.7,25
1429,575,24,5,6072.05,0
1430,761,53,4,14396.29,5
1431,187,147,6,14612.59,25
1432,512,72,5,936.79,0
1433,841,49,-6,3401.68,50
1434,733,18,1,5644.88,15
1435,1013,142,6,7338.23,30
1436,518,32,4,14758.82,0
1437,179,20,1,11060.73,15
1438,88,44,1,10748.8,50
1439,510,106,6,1545.12,50
1440,581,22,6,11123.82,50
1441,390,136,3,14708.09,0
1442,228,57,1,5702.19,20
1443,235,12,1,9489.12,30
1444,435,7,3,13327.13,0
1445,785,60,6,2336.93,50
1446,723,66,3,2668.12,10
1447,57,27,2,1295.85,0
1448,850,109,1,4988.46,50
1449,607,123,6,11859.89,30
1450,137,16,4,7239.94,0
1451,892,149,5,6720.17,5
1452,29,106,1,6733.76,0
1453,368,42,4,12521.78,25
1454,1004,126,3,3819.06,20
1455,1072,27,1,3303.69,0
1456,857,20,1,595.42,10
1457,1103,57,5,8150.35,10
1458,1180,98,4,6727.93,0
1459,705,33,6,9249.79,5
1460,420,86,5,9540.46,10
1461,781,21,1,14885.18,50
1462,184,39,3,3066.69,5
1463,1016,136,3,2174.23,0
1464,316,55,5,958.41,0
1465,541,73,5,10885.43,20
1466,383,104,2,5567.26,30
1467,729,53,1,14257.22,20
1468,867,128,1,856.83,30
1469,346,83,1,8748.61,30
1470,216,64,2,10963.95,10
1471,938,150,3,8437.55,15
1472,965,60,6,12342.49,30
1473,42,17,5,1651.43,10
1474,937,107,1,2650.02,5
1475,478,87,2,10496.19,20
1476,1157,47,6,8931.3,30
1477,971,2,4,3710.93,0
1478,1193,16,6,14208.02,0
1479,621,109,3,1783.58,25
1480,817,38,5,14161.23,10
1481,732,147,1,13398.55,15
1482,530,115,4,7100.66,15
1483,443,18,5,9149.41,0
1484,19,114,6,2090.73,50
1485,1002,42,4,8188.37,30
1486,350,134,5,10021.34,10
1487,727,127,1,8875.32,0
1488,1153,17,3,13463.52,0
1489,1031,17,-2,4556.35,0
1490,515,123,1,12160.81,25
1491,238,29,4,1986.06,0
1492,945,53,4,5181.6,30
1493,1079,84,1,337.65,0
1494,226,44,4,2029.85,30
1495,968,150,2,1928.63,5
1496,378,111,6,2300.69,0
1497,45,78,5,12435.12,25
1498,590,118,5,8948.7,30
1499,343,83,2,7477.88,10
1500,831,44,3,8309.44,5
1501,47,121,2,10156.14,25
1502,1111,111,6,10386.53,30
1503,1091,86,4,14364.65,0
1504,766,125,5,138.77,20
1505,497,67,3,4312.08,50
1506,17,63,2,13088.12,5
1507,714,33,1,6454.7,30
1508,207,22,1,176.92,30
1509,57,37,6,1644.21,0
1510,247,72,6,6775.06,5
1511,249,49,2,13376.44,30
1512,699,102,6,7585.04,25
1513,464,116,2,3612.09,0
1514,40,29,3,8505.43,20
1515,278,40,1,4197.49,25
1516,997,13,5,14845.16,15
1517,1052,19,5,9422.77,20
1518,150,51,4,1296.62,5
1519,654,57,2,12088.71,0
1520,352,28,1,12623.36,0
1521,526,107,4,13158.74,5
1522,523,6,2,6191.15,20
1523,108,148,5,10357.93,0
1524,1079,143,3,13358.27,15
1525,565,55,4,10929.73,0
1526,267,134,5,11219.82,15
1527,779,4,2,6155.41,20
1528,98,60,3,4580.09,10
1529,1145,84,1,11352.02,10
1530,835,77,-2,13197.72,0
1531,675,98,4,5004.54,0
1532,906,76,1,7573.66,15
1533,395,122,2,7454.74,0
1534,97,42,2,9162.05,10
1535,972,82,2,5412.46,0
1536,559,105,-6,12362.15,20
1537,61,53,1,5039.75,5
1538,60,33,-5,1138.18,10
1539,25,70,-4,2534.84,15
1540,676,34,5,14256.66,0
1541,272,75,6,1115.8,20
1542,237,133,6,7154.39,25
1543,796,46,5,13737.72,25
1544,633,52,1,9467.98,20
1545,91,78,1,2957.68,50
1546,309,77,1,1272.85,25
1547,1158,27,-3,7531.55,10
1548,250,34,5,10885.11,0
1549,253,56,4,9431.82,0
1550,60,37,3,9144.24,15
1551,1155,48,-2,5430.22,25
1552,73,50,3,6502.74,20
1553,431,119,5,8768.62,15
1554,355,51,5,10606.16,0
1555,1139,79,3,7362.09,25
1556,1144,118,5,14981.18,50
1557,93,40,3,9976.62,20
1558,36,3,3,9315.34,30
1559,311,39,5,3039.91,0
1560,1024,87,3,6573.2,0
1561,615,75,4,10649.83,20
1562,390,17,2,2191.03,0
1563,1102,50,1,12344.85,15
1564,760,60,3,13985.9,0
1565,185,73,1,10261.47,30
1566,611,42,6,3263.5,50
1567,1189,31,6,10680.47,5
1568,232,144,4,9762.35,0
1569,1132,132,1,7076.23,0
1570,229,46,4,5782.9,0
1571,1181,139,4,7857.22,0
1572,34,25,4,9233.31,15
1573,1031,29,3,6314.04,30
1574,186,94,6,6782.92,5
1575,940,94,-2,8292.23,10
1576,302,113,2,5932.87,30
1577,247,76,6,13277.34,30
1578,941,52,3,13524.47,5
1579,134,22,-1,12940.63,0
1580,289,146,3,8759.37,0
1581,198,139,6,9692.47,0
1582,340,37,3,3106.7,50
1583,494,20,1,5519.37,30
1584,6,148,2,13051.17,25
1585,203,75,4,10949.41,10
1586,657,67,5,5768.38,5
1587,824,67,6,13765.77,50
1588,76,19,5,7657.81,15
1589,571,61,3,9070.92,0
1590,909,16,3,8184.05,5
1591,656,121,2,4848.23,0
1592,55,48,5,12846.38,5
1593,117,101,2,7062.55,0
1594,679,24,3,5382.61,0
1595,955,138,1,7554.87,0
1596,795,21,5,8629.09,0
1597,873,150,2,10386.98,25
1598,681,37,6,1476.07,0
1599,86,31,5,6725.04,15
1600,801,116,5,3409.58,0
1601,367,114,-4,182.62,0
1602,454,79,6,1141.26,10
1603,473,113,6,1374.13,50
1604,239,47,4,12726.76,50
1605,27,63,6,7110.48,25
1606,649,45,1,9152.3,0
1607,134,50,5,4036.21,0
1608,916,95,1,3232.17,15
1609,205,24,3,12784.21,10
1610,229,36,2,10708.23,25
1611,125,11,-2,14670.95,5
1612,639,49,2,8089.09,15
1613,188,18,6,3590.59,0
1614,1098,102,6,12029.22,15
1615,527,85,-1,3701.75,15
1616,40,31,5,6245.96,0
1617,773,99,6,4710.84,30
1618,405,132,5,6852.09,0
1619,674,63,3,4756.5,0
1620,767,147,2,10610.2,0
1621,888,62,-5,3373.27,50
1622,69,136,3,1096.92,10
1623,523,85,6,546.34,50
1624,86,10,4,8585.54,0
1625,1032,49,2,704.18,0
1626,66,147,1,13390.59,0
1627,236,109,1,5083.22,0
1628,646,36,3,2534.92,0
1629,208,33,4,2789.93,25
1630,1024,24,2,3049.08,15
1631,948,106,6,4530.66,0
1632,75,7,2,10252.16,0
1633,711,67,4,9283.65,0
1634,301,37,2,53.69,0
1635,263,123,6,14825.49,30
1636,691,117,6,5863.25,25
1637,1026,69,6,10764.01,5
1638,1044,38,1,5593.97,10
1639,1197,139,3,603.98,0
1640,365,88,4,8652.88,20
1641,148,74,1,11459.96,10
1642,191,112,3,3040.74,0
1643,246,78,2,13955.38,5
1644,1065,91,5,12572.53,20
1645,132,22,2,1460.7,0
1646,641,124,6,2657.0,20
1647,800,43,4,3190.96,10
1648,1093,133,6,946.53,30
1649,230,119,1,4539.19,50
1650,5,109,5,10802.52,20
1651,891,78,1,7452.67,15
1652,1063,88,2,8743.8,30
1653,367,30,4,7531.92,30
1654,444,70,6,11896.44,0
1655,604,138,2,12588.31,5
1656,50,42,1,9986.38,25
1657,170,89,6,9855.24,20
1658,287,141,4,4486.43,20
1659,696,61,4,12134.02,50
1660,385,127,5,6474.36,50
1661,928,27,2,10703.69,15
1662,573,25,2,5149.7,50
1663,1038,26,3,2363.73,0
1664,685,145,5,8168.3,15
1665,755,107,4,11309.49,0
1666,803,49,3,9438.67,25
1667,287,97,1,5786.77,25
1668,1152,83,3,6197.87,25
1669,260,96,6,12906.54,0
1670,87,41,3,3488.58,5
1671,562,93,3,11747.27,50
1672,207,95,1,10809.44,30
1673,885,78,1,6675.82,30
1674,449,34,2,7495.5,0
1675,1050,148,1,1742.29,25
1676,983,2,6,2147.19,30
1677,1185,51,2,10836.22,15
1678,701,59,4,8851.7,20
1679,806,138,2,7082.31,5
1680,591,141,4,13429.08,5
1681,837,50,1,4509.57,10
1682,861,66,6,71.72,0
1683,982,131,4,11343.68,0
1684,828,142,1,4489.17,0
1685,875,84,6,1176.67,10
1686,512,97,6,61.5,10
1687,209,7,4,12412.31,25
1688,1082,109,1,3633.78,0
1689,370,83,1,10145.92,5
1690,760,25,1,13777.14,20
1691,14,73,6,14630.38,25
1692,35,137,2,10272.18,15
1693,960,59,4,3024.83,10
1694,361,111,5,3933.44,25
1695,672,48,5,10850.19,25
1696,665,77,6,1719.67,0
1697,1095,8,1,5804.28,15
1698,204,89,3,4353.26,25
1699,860,17,1,6993.28,20
1700,403,3,3,6550.18,15
1701,701,34,3,8308.12,25
1702,241,23,3,3873.11,20
1703,485,11,4,6537.89,0
1704,164,141,5,8213.67,30
1705,1144,93,1,11973.68,15
1706,971,97,1,575.19,0
1707,284,127,6,5092.42,10
1708,1170,122,6,995.7,10
1709,145,40,5,13076.67,25
1710,529,98,2,12753.57,0
1711,860,7,2,5752.79,0
1712,808,42,5,158.27,30
1713,1112,69,2,6285.05,25
1714,85,112,2,5958.07,0
1715,1158,44,5,2833.25,0
1716,41,84,6,6324.91,15
1717,1080,114,5,6402.47,50
1718,386,61,6,79.13,0
1719,759,6,6,11858.7,20
1720,1027,21,6,6622.25,15
1721,587,132,1,5212.84,0
1722,308,2,3,10628.09,10
1723,364,121,2,12530.85,0
1724,205,10,5,640.73,0
1725,774,107,4,1215.49,0
1726,719,23,-2,13571.52,30
1727,670,84,2,10947.54,15
1728,476,19,2,13166.71,0
1729,638,95,5,1614.83,0
1730,137,49,3,6848.67,30
1731,620,67,1,8851.49,25
1732,239,142,1,5517.12,5
1733,593,150,5,14935.28,25
1734,61,47,6,14418.16,50
1735,125,18,5,14436.63,0
1736,496,95,5,6962.96,25
1737,887,116,3,13759.37,5
1738,956,150,5,9223.05,30
1739,671,92,5,2234.5,10
1740,262,10,6,808.08,0
1741,320,16,2,1166.57,0
1742,861,91,2,14042.74,50
1743,324,52,4,8547.93,50
1744,896,123,2,2619.92,30
1745,298,100,-1,13919.77,5
1746,771,48,3,7127.3,5
1747,982,55,6,8504.56,20
1748,860,115,3,6401.74,0
1749,884,130,4,6126.23,0
1750,365,10,4,9220.0,50
1751,687,105,6,14140.07,10
1752,495,138,5,7899.88,0
1753,1084,37,4,607.21,20
1754,461,33,4,14870.03,25
1755,1008,71,1,144.38,15
1756,880,50,3,864.91,50
1757,506,79,6,13527.11,5
1758,888,17,5,7297.62,50
1759,969,56,4,10348.51,0
1760,717,9,4,13615.6,30
1761,759,54,1,13557.5,5
1762,130,13,5,8055.32,0
1763,927,6,4,5424.83,0
1764,251,93,4,11332.75,25
1765,939,126,2,5169.52,25
1766,469,14,1,10145.25,0
1767,683,84,1,9452.71,10
1768,456,98,1,6327.09,0
1769,806,118,5,2148.29,50
1770,367,40,5,3722.42,0
1771,989,54,3,9648.43,0
1772,560,36,1,11220.14,50
1773,603,70,5,13348.7,50
1774,165,83,4,4180.85,15
1775,167,48,1,1419.21,20
1776,473,113,4,5998.36,50
1777,860,44,5,11031.49,25
1778,97,74,3,5541.09,25
1779,297,122,2,11145.95,15
1780,121,31,2,6761.36,0
1781,1061,135,5,13924.25,10
1782,885,114,2,1477.58,30
1783,494,114,6,6178.39,0
1784,256,40,4,9689.85,30
1785,751,69,2,8325.6,10
1786,478,54,1,5834.17,30
1787,261,83,6,13675.14,50
1788,154,1,2,4280.79,0
1789,900,117,5,6552.78,20
1790,77,128,3,1712.42,20
1791,1029,96,4,12670.32,15
