order_id,customer_id,product_id,store_id,order_date,quantity,unit_price,coupon_code
ORD0019279,CUST01356,PROD00025,STORE003,2026-04-21,1,24645.38,
ORD0020162,CUST01207,PROD00093,STORE019,2026-04-26,5,9028.44,
ORD0018508,CUST01485,PROD00123,STORE002,2026-04-22,5,5442.01,WELCOME5
ORD0019777,CUST00415,PROD00132,STORE001,2026-04-26,1,16139.1,
ORD0019118,CUST01001,PROD00253,STORE014,2026-04-26,2,19553.66,
ORD0018568,CUST01436,PROD00233,STORE014,2026-04-26,4,22361.82,
ORD0019699,CUST00731,PROD00135,STORE015,2026-04-26,3,19322.55,FEST50
ORD0019660,CUST00773,PROD00020,STORE025,2026-04-26,3,13066.34,
ORD0020183,CUST01225,PROD00083,STORE017,2026-04-26,3,-5,
ORD0018715,CUST00431,PROD00070,STORE006,2026-04-16,6,1127.92,
ORD0018891,CUST01490,PROD00109,STORE012,2026-04-26,1,24121.28,SAVE10
ORD0020486,CUST00592,PROD00020,STORE024,2026-04-26,5,20091.99,WELCOME5
ORD0019480,CUST00488,PROD00104,STORE021,2026-04-26,3,3468.68,
ORD0020080,CUST01484,PROD00076,STORE002,2026-04-26,3,20411.02,
ORD0019634,CUST01427,PROD00044,STORE005,2026-04-26,5,4956.57,
ORD0018942,CUST00097,PROD00277,STORE011,2026-04-26,1,24968.28,SAVE10
ORD0019068,CUST00781,PROD00012,STORE012,2026-04-26,2,13692.34,
ORD0019271,CUST00214,PROD00087,STORE016,2026-04-26,2,9313.5,
ORD0019819,CUST00607,PROD00190,STORE019,2026-04-26,4,17122.56,
ORD0018534,CUST00069,PROD00239,STORE016,2026-04-26,5,15500.48,SAVE10
ORD0018895,CUST00622,PROD00007,STORE016,2026-04-26,5,8300.68,SAVE10
ORD0018735,CUST00609,PROD00126,STORE004,2026-04-26,5,18281.72,
ORD0019191,CUST01181,PROD00021,STORE002,2026-04-26,1,12430.1,
ORD0020467,CUST00735,,STORE007,2026-04-26,1,17160.29,WELCOME5
ORD0019639,CUST00962,PROD00054,STORE010,2026-04-26,3,11639.99,SAVE10
ORD0019024,CUST00143,PROD00161,STORE006,2026-04-26,3,12486.6,
ORD0019212,CUST00613,PROD00300,STORE022,2026-04-26,5,11395.6,
ORD0018640,CUST00491,PROD00145,STORE015,2026-04-26,2,1881.7,WELCOME5
ORD0019209,CUST01483,PROD00142,STORE010,2026-04-26,3,13456.84,
ORD0020184,CUST01005,PROD00003,STORE025,2026-04-26,5,17076.58,FEST50
ORD0018861,CUST00908,PROD00190,STORE011,2026-04-26,6,13074.95,WELCOME5
ORD0020459,CUST00056,PROD00015,STORE025,2026-04-26,5,12609.94,SAVE10
ORD0018556,CUST00026,PROD00269,STORE016,,5,19130.94,WELCOME5
ORD0019932,CUST01475,PROD00214,STORE021,2026-04-26,4,10468.04,WELCOME5
ORD0019020,CUST01157,PROD00075,STORE009,2026-04-26,2,20463.97,WELCOME5
ORD0019276,CUST00110,PROD00199,STORE005,2026-04-26,two,10321.68,FEST50
ORD0020034,CUST01307,PROD00287,STORE020,2026-04-26,6,8673.55,WELCOME5
ORD0018910,CUST00228,PROD00259,STORE020,2026-04-26,1,8806.6,
ORD0020209,CUST01223,PROD00252,STORE006,2026-04-26,5,21676.08,SAVE10
ORD0019079,CUST00331,PROD00040,STORE020,2026-04-26,4,1999.47,FEST50
ORD0019078,CUST00712,PROD00016,STORE004,2026-04-26,3,1764.88,WELCOME5
ORD0019587,CUST00046,PROD00062,STORE006,2026-04-26,6,17203.38,
ORD0019680,CUST01156,PROD00106,STORE016,2026-04-26,1,6932.12,FEST50
ORD0018666,CUST01379,PROD00146,STORE011,2026-04-26,5,17623.91,
ORD0019820,CUST00491,PROD00197,STORE018,2026-04-23,6,4061.47,
ORD0019387,CUST00357,PROD00158,STORE022,2026-04-26,3,14648.98,SAVE10
ORD0018701,CUST00132,PROD00100,STORE023,2026-04-26,5,14347.75,
ORD0019168,CUST00696,PROD00028,STORE010,2026-04-26,3,19238.8,SAVE10
ORD0020340,CUST00183,PROD00238,STORE007,2026-04-26,3,6688.27,SAVE10
ORD0019334,CUST00879,PROD00192,STORE020,2026-04-26,5,10333.53,SAVE10
ORD0019657,CUST01339,PROD00173,STORE014,2026-04-26,6,8643.39,
ORD0018693,CUST00825,PROD00283,STORE001,2026-04-26,3,17059.23,
ORD0020160,CUST01182,PROD00086,STORE024,2026-04-26,5,14324.18,
ORD0020151,CUST00163,PROD00280,STORE006,2026-04-26,4,21059.75,
ORD0019045,CUST01100,PROD00020,STORE016,2026-04-26,3,12860.56,SAVE10
ORD0019282,CUST00404,PROD00051,STORE020,2026-04-26,4,22947.22,SAVE10
ORD0019288,CUST00921,PROD00040,STORE022,2026-04-26,4,17982.66,FEST50
ORD0020489,CUST01491,PROD00057,STORE012,2026-04-26,3,19307.21,WELCOME5
ORD0019361,CUST00127,PROD00215,STORE006,2026-04-26,1,16391.66,
ORD0019684,CUST00047,PROD00077,STORE016,2026-04-26,3,2588.69,
ORD0019102,CUST01423,PROD00260,STORE003,2026-04-26,4,5004.24,
ORD0019497,CUST00389,PROD00100,STORE014,2026-04-26,2,19409.95,
ORD0018996,CUST01177,PROD00159,STORE024,2026-04-26,3,786.94,FEST50
ORD0019227,CUST01066,PROD00114,STORE024,2026-04-26,6,11887.51,
ORD0019328,CUST01171,PROD00026,STORE012,2026-04-16,4,12145.86,SAVE10
ORD0018781,CUST00840,PROD00035,STORE002,2026-04-26,5,5523.9,SAVE10
ORD0019798,CUST00950,PROD00068,STORE022,2026-04-26,2,21760.6,FEST50
ORD0019162,CUST01460,PROD00055,STORE013,2026-04-26,5,14383.73,
ORD0019205,CUST01419,PROD00036,STORE001,2026-04-26,5,9371.83,SAVE10
ORD0020385,CUST00849,PROD00088,STORE010,2026-04-26,6,14217.57,
ORD0019631,CUST00914,PROD00239,STORE024,2026-04-26,5,1529.72,SAVE10
ORD0019607,CUST00567,PROD00190,STORE010,2026-04-26,1,9916.93,
ORD0019806,CUST00577,PROD00220,STORE002,2026-04-26,5,17260.46,
ORD0019135,CUST01405,PROD00189,STORE017,2026-04-26,4,9422.93,
ORD0018566,CUST00456,PROD00266,STORE018,2026-04-26,5,18376.33,WELCOME5
ORD0019395,CUST01262,PROD00241,STORE015,2026-04-26,3,5152.33,WELCOME5
ORD0019420,CUST00024,PROD00281,STORE024,2026-04-26,3,3909.0,
ORD0020045,CUST00480,PROD00102,STORE023,2026-04-26,6,23399.16,
ORD0019839,CUST00479,PROD00199,STORE023,2026-04-26,2,23931.91,WELCOME5
ORD0018540,CUST00718,PROD00060,STORE019,2026-04-26,5,11848.05,SAVE10
ORD0019614,CUST00770,PROD00271,STORE015,2026-04-26,6,17647.64,SAVE10
ORD0019600,CUST00005,PROD00060,STORE021,2026-04-17,2,13269.73,
ORD0020007,CUST00333,PROD00143,STORE020,2026-04-26,2,unknown,FEST50
ORD0019954,CUST00552,PROD00192,STORE021,2026-04-26,6,21287.87,WELCOME5
ORD0018989,,PROD00159,STORE018,2026-04-26,3,2392.5,SAVE10
ORD0018893,CUST00600,PROD00012,STORE012,2026-04-26,1,10623.16,SAVE10
ORD0020075,CUST00372,PROD00231,STORE005,2026-04-22,2,199.13,
ORD0019708,CUST01182,PROD00241,STORE012,2026-04-26,6,18593.06,SAVE10
ORD0019640,CUST01131,PROD00237,STORE012,2026-04-26,2,21994.72,WELCOME5
ORD0019598,CUST00329,PROD00029,STORE022,2026-04-26,3,19046.19,
ORD0018559,CUST00114,PROD00197,STORE002,2026-04-26,5,7701.12,
ORD0020294,CUST00934,PROD00103,STORE015,2026-04-26,5,15271.3,FEST50
ORD0019731,CUST00933,PROD00084,STORE023,2026-04-26,2,22314.68,
ORD0018924,CUST01344,PROD00208,STORE021,2026-04-26,4,22787.16,
ORD0018787,CUST01198,PROD00181,STORE017,2026-04-26,5,22947.62,FEST50
ORD0019824,CUST01175,PROD00224,STORE004,2026-04-26,4,1904.08,SAVE10
ORD0018644,CUST00796,PROD00016,STORE019,2026-04-26,3,23188.9,FEST50
ORD0019111,CUST00995,PROD00089,STORE021,2026-04-26,2,17659.25,
ORD0019104,CUST01108,PROD00040,STORE005,2026-04-26,6,494.61,FEST50
ORD0020310,CUST01410,PROD00229,STORE018,2026-04-26,1,1867.34,
ORD0019342,CUST00451,PROD00150,STORE025,2026-04-26,3,13966.1,FEST50
ORD0019770,CUST00493,PROD00274,STORE003,2026-04-26,4,10260.98,WELCOME5
ORD0020336,CUST01179,PROD00300,STORE012,2026-04-26,2,14529.97,WELCOME5
ORD0020311,CUST01202,PROD00062,STORE012,2026-04-26,3,23215.26,
ORD0020281,CUST00071,PROD00118,STORE001,2026-04-26,3,10135.23,
ORD0019495,CUST01208,PROD00146,STORE003,2026-04-26,4,6676.88,WELCOME5
ORD0018950,CUST00079,PROD00269,STORE010,2026-04-26,3,8185.42,
ORD0020395,CUST00770,PROD00296,STORE003,2026-04-26,2,12653.19,
ORD0018944,CUST00607,PROD00241,STORE012,2026-04-26,1,12431.19,
ORD0020388,CUST01358,PROD00099,STORE023,2026-04-26,5,17026.61,FEST50
ORD0019636,CUST00740,PROD00110,STORE020,2026-04-26,5,2932.56,WELCOME5
ORD0018514,CUST00782,PROD00266,STORE014,2026-04-26,5,5783.69,FEST50
ORD0018646,CUST00318,PROD00278,STORE013,2026-04-26,5,22379.51,
ORD0020401,CUST00551,PROD00150,STORE007,2026-04-26,3,4473.69,
ORD0019989,CUST00174,PROD00257,STORE021,2026-04-26,4,24051.62,
ORD0019608,CUST00378,PROD00133,STORE016,2026-04-26,4,7235.74,FEST50
ORD0019526,CUST00478,PROD00079,STORE009,2026-04-26,2,12488.03,SAVE10
ORD0019338,CUST00872,PROD00020,STORE010,2026-04-26,1,10690.54,
ORD0020451,CUST00345,PROD00277,STORE025,2026-04-23,3,8704.85,WELCOME5
ORD0020229,CUST01093,PROD00109,STORE004,2026-04-26,5,abc,WELCOME5
ORD0019881,CUST01370,PROD00251,STORE018,2026-04-26,3,1633.71,
ORD0019186,CUST01367,PROD00179,STORE006,2026-04-26,1,13126.29,SAVE10
ORD0020179,CUST00655,PROD00146,STORE023,2026-04-26,6,23070.31,WELCOME5
ORD0018648,CUST00031,PROD00180,STORE010,2026-04-26,3,1450.83,
ORD0020335,CUST00379,PROD00114,STORE009,2026-04-26,1,3065.05,
ORD0018819,CUST00599,PROD00047,STORE008,2026-04-26,3,22609.86,
ORD0020018,CUST00192,PROD00016,STORE005,2026-04-26,3,20939.98,WELCOME5
ORD0019536,CUST00637,PROD00045,STORE001,2026-04-26,1,2330.26,
ORD0018657,CUST01384,PROD00087,STORE003,2026-04-26,4,3421.22,
ORD0020076,CUST01110,PROD00009,STORE018,2026-04-26,6,11907.07,WELCOME5
ORD0020255,CUST01475,PROD00035,STORE004,2026-04-26,4,8633.07,WELCOME5
ORD0019140,CUST00272,PROD00132,STORE024,2026-04-26,5,21895.05,SAVE10
ORD0018505,CUST01045,PROD00229,STORE001,2026-04-20,5,13654.16,
ORD0019535,CUST00381,PROD00182,STORE020,2026-04-26,4,3621.23,
ORD0019225,CUST00506,PROD00183,STORE020,2026-04-26,1,23322.16,SAVE10
ORD0020092,CUST01214,PROD00128,STORE002,2026-04-26,6,5289.09,
ORD0020272,CUST00844,PROD00085,STORE008,2026-04-26,2,2138.42,FEST50
ORD0019446,CUST01330,PROD00154,STORE012,2026-04-26,5,1103.56,
ORD0018837,CUST00406,PROD00047,STORE015,2026-04-26,6,2058.87,
ORD0019518,CUST00319,PROD00278,STORE002,2026-04-26,6,1780.72,SAVE10
ORD0019789,CUST00014,PROD00276,STORE010,2026-04-26,3,12271.34,
ORD0019139,CUST01173,PROD00248,STORE011,2026-04-26,4,24845.32,SAVE10
ORD0018669,CUST00052,PROD00225,STORE011,2026-04-26,5,18464.85,
ORD0019725,CUST00054,PROD00021,STORE016,2026-04-26,5,534.47,WELCOME5
ORD0018606,CUST01181,PROD00104,STORE024,2026-04-26,4,22962.12,
ORD0020072,CUST01177,PROD00201,STORE015,2026-04-26,2,19659.54,FEST50
ORD0018746,CUST01395,PROD00139,STORE009,2026-04-26,3,17093.49,
ORD0019143,CUST01436,PROD00162,STORE015,2026-04-26,2,5239.18,
ORD0019468,CUST00502,PROD00183,STORE009,2026-04-26,3,6202.78,FEST50
ORD0018857,CUST00083,PROD00098,STORE019,2026-04-26,5,14067.58,SAVE10
ORD0018917,CUST00619,PROD00212,STORE017,2026-04-26,2,23211.15,
ORD0020367,CUST00152,PROD00251,STORE013,2026-04-26,1,16682.7,FEST50
ORD0020303,CUST01309,PROD00055,STORE019,2026-04-26,1,13311.31,
ORD0019208,CUST00549,PROD00274,STORE008,2026-04-26,3,14714.1,
ORD0019844,CUST00332,PROD00066,STORE012,2026-04-26,6,15683.63,
ORD0019655,CUST00624,PROD00287,STORE022,2026-04-26,5,17562.66,
ORD0018579,CUST00758,PROD00209,STORE002,2026-04-26,1,1747.51,SAVE10
ORD0020130,CUST00375,PROD00109,STORE009,2026-04-26,2,19715.7,WELCOME5
ORD0019931,CUST00031,PROD00253,STORE009,2026-04-26,4,2267.98,WELCOME5
ORD0019479,CUST01244,PROD00236,STORE007,2026-04-26,1,13406.97,SAVE10
ORD0018703,CUST00091,PROD00180,STORE004,2026-04-26,4,21258.96,
ORD0019645,CUST01280,PROD00165,STORE010,2026-04-26,3,7821.83,
ORD0018929,CUST00454,PROD00155,STORE010,2026-04-26,3,$13744.17,
ORD0018683,CUST01148,PROD00038,STORE013,2026-04-26,2,8722.74,WELCOME5
ORD0020087,CUST01164,PROD00008,STORE024,2026-04-26,5,21742.01,
ORD0019724,CUST00097,PROD00003,STORE003,2026-04-26,3,23287.07,SAVE10
ORD0020376,CUST00488,PROD00033,STORE013,2026-04-26,2,23887.24,FEST50
ORD0020188,CUST01194,PROD00022,STORE024,2026-04-26,1,20636.05,
ORD0019744,CUST00587,PROD00132,STORE012,2026-04-26,4,6334.42,WELCOME5
ORD0019523,CUST01388,,STORE011,2026-04-26,2,6312.15,
ORD0019258,CUST00808,PROD00098,STORE022,2026-04-26,3,17079.75,
ORD0020262,CUST00978,PROD00143,STORE019,2026-04-26,2,10141.5,
ORD0019364,CUST00023,PROD00133,STORE013,2026-04-26,5,19196.11,
ORD0018810,CUST00792,PROD00238,STORE015,2026-04-19,6,19548.52,
ORD0018786,CUST00787,PROD00220,STORE015,2026-04-26,3,19462.92,WELCOME5
ORD0018521,CUST00826,PROD00020,STORE013,2026-04-26,6,20240.84,FEST50
ORD0019906,CUST00125,PROD00177,STORE013,2026-04-26,6,12029.38,SAVE10
ORD0019539,CUST00260,PROD00186,STORE018,2026-04-26,4,4602.22,WELCOME5
ORD0018645,CUST00374,PROD00073,STORE012,2026-04-26,5,12850.02,
ORD0018845,CUST01090,PROD00189,STORE021,2026-04-26,5,10739.27,FEST50
ORD0020155,CUST01329,PROD00243,STORE010,2026-04-26,2,10818.77,
ORD0019928,CUST01449,PROD00165,STORE020,2026-04-18,5,10258.22,
ORD0020166,CUST00703,PROD00159,STORE023,2026-04-26,4,23370.59,
ORD0019208,CUST00549,PROD00274,STORE008,2026-04-26,3,14714.1,
ORD0018668,CUST00759,PROD00183,STORE013,2026-04-26,6,17271.8,
ORD0020377,CUST01257,PROD00036,STORE016,2026-04-26,4,1918.77,FEST50
ORD0020158,CUST00110,PROD00038,STORE017,2026-04-26,2,3078.32,
ORD0019041,CUST01196,PROD00029,STORE009,2026-04-26,6,12884.32,FEST50
ORD0019464,CUST00017,PROD00049,STORE014,2026-04-20,5,22630.78,
ORD0020278,CUST00249,PROD00185,STORE024,2026-04-26,4,18644.74,
ORD0019164,CUST00612,,STORE007,2026-04-26,4,18300.72,WELCOME5
ORD0019860,CUST01031,PROD00045,STORE016,2026-04-26,6,18227.1,
ORD0018757,CUST00840,,STORE008,2026-04-26,6,9919.83,SAVE10
ORD0019604,CUST00255,PROD00211,STORE008,2026-04-26,3,271.39,
ORD0020462,CUST01087,PROD00189,STORE002,2026-04-26,1,9363.78,
ORD0018577,CUST00165,PROD00124,STORE004,2026-04-20,4,8900.42,WELCOME5
ORD0018587,CUST00645,PROD00216,STORE013,2026-04-26,2,12909.62,
ORD0019599,,PROD00188,STORE017,2026-04-26,5,15783.01,WELCOME5
ORD0020232,CUST01102,PROD00215,STORE025,2026-04-26,3,8157.66,SAVE10
ORD0020085,CUST00197,PROD00266,STORE024,2026-04-26,2,14614.02,
ORD0018953,CUST00727,PROD00247,STORE013,2026-04-26,3,17249.05,WELCOME5
ORD0019036,CUST00328,PROD00002,STORE010,2026-04-26,1,8030.81,WELCOME5
ORD0018624,CUST01118,PROD00004,STORE024,2026-04-26,4,11156.77,
ORD0019028,CUST00773,PROD00299,STORE020,2026-04-26,4,13429.28,
ORD0019938,CUST01065,PROD00210,STORE018,2026-04-19,3,6519.92,FEST50
ORD0019503,CUST00634,PROD00027,STORE002,2026-04-26,3,19189.79,
ORD0019316,CUST00327,PROD00168,STORE005,2026-04-26,1,20830.24,WELCOME5
ORD0018549,CUST00003,PROD00287,STORE017,2026-04-26,4,18749.15,
ORD0018736,CUST00498,PROD00241,STORE022,2026-04-26,3,16704.75,SAVE10
ORD0020001,CUST00117,PROD00297,STORE013,2026-04-26,3,23599.66,
ORD0020412,CUST00325,PROD00271,STORE005,2026-04-26,5,18716.57,
ORD0019957,CUST00869,PROD00067,STORE017,2026-04-26,3,14313.77,
ORD0018991,CUST01388,PROD00016,STORE022,2026-04-16,3,10280.39,
ORD0020187,CUST00964,PROD00157,STORE013,2026-04-26,2,14741.4,WELCOME5
ORD0019125,CUST00022,PROD00014,STORE017,2026-04-26,6,20936.18,
ORD0019132,CUST00002,PROD00041,STORE017,2026-04-26,3,4872.19,
ORD0018990,CUST00196,PROD00252,STORE007,2026-04-26,5,9073.5,SAVE10
ORD0019686,CUST01422,PROD00215,STORE013,2026-04-21,6,15251.41,
ORD0018828,CUST00206,PROD00195,STORE007,2026-04-26,2,22847.32,FEST50
ORD0019211,CUST00690,PROD00225,STORE017,2026-04-26,4,11801.13,WELCOME5
ORD0019889,CUST00091,PROD00075,STORE024,2026-04-20,2,24304.79,FEST50
ORD0020358,CUST00347,PROD00057,STORE002,2026-04-26,2,2845.83,FEST50
ORD0020081,CUST00966,PROD00253,STORE016,2026-04-26,2,18100.06,FEST50
ORD0019615,CUST00752,PROD00119,STORE007,2026-04-26,2,23635.18,SAVE10
ORD0020220,CUST00110,PROD00123,STORE002,2026-04-26,2,19423.28,
ORD0019500,CUST01333,PROD00042,STORE014,2026-04-26,6,4665.54,WELCOME5
ORD0018824,CUST01307,PROD00066,STORE019,2026-04-26,6,5678.28,SAVE10
ORD0019773,CUST00047,PROD00144,STORE005,2026-04-26,3,17360.46,
ORD0019163,CUST01061,PROD00070,STORE018,2026-04-18,5,24345.02,
ORD0018833,CUST00425,PROD00088,STORE012,2026-04-26,3,13629.05,
ORD0019846,CUST00584,PROD00027,STORE010,2026-04-26,4,4840.52,SAVE10
ORD0018679,CUST01297,PROD00118,STORE021,2026-04-26,1,3227.09,SAVE10
ORD0019646,CUST00425,PROD00015,STORE015,2026-04-26,3,14793.33,SAVE10
ORD0019117,CUST00252,PROD00149,STORE025,2026-04-26,4,14527.01,
ORD0019007,CUST00073,PROD00280,STORE008,2026-04-26,4,4152.11,SAVE10
ORD0019498,CUST00732,PROD00278,STORE012,2026-04-26,3,20313.51,WELCOME5
ORD0019975,CUST01036,PROD00002,STORE012,2026-04-26,1,9739.39,SAVE10
ORD0019842,CUST00791,PROD00003,STORE017,2026-04-26,1,21695.07,SAVE10
ORD0018631,CUST00578,PROD00291,STORE007,2026-04-26,5,20470.09,
ORD0019230,CUST00179,PROD00252,STORE006,2026-04-26,4,12290.65,
ORD0019252,CUST00818,PROD00125,STORE025,2026-04-26,3,20941.76,FEST50
ORD0019712,CUST00275,PROD00118,STORE024,2026-04-26,5,19256.57,
ORD0020256,CUST00449,PROD00120,STORE004,2026-04-26,4,17009.66,WELCOME5
ORD0018772,CUST00105,PROD00267,STORE004,2026-04-26,3,18021.14,WELCOME5
ORD0019199,CUST01269,PROD00175,STORE024,2026-04-26,2,7303.7,FEST50
ORD0019505,CUST01122,PROD00085,STORE016,2026-04-26,2,777.27,
ORD0019259,CUST00844,PROD00211,STORE007,2026-04-26,3,14588.26,
ORD0019221,CUST00682,PROD00258,STORE024,2026-04-26,3,19567.41,WELCOME5
ORD0018923,CUST01470,PROD00071,STORE013,2026-04-26,4,1049.61,WELCOME5
ORD0019037,CUST01360,PROD00175,STORE014,2026-04-26,1,15560.1,SAVE10
ORD0020053,CUST00790,PROD00227,STORE020,2026-04-26,5,12756.19,
ORD0020341,CUST00372,PROD00091,STORE002,2026-04-26,6,3171.64,SAVE10
ORD0020004,CUST00121,PROD00095,STORE023,2026-04-26,3,22000.95,
ORD0018962,CUST01402,PROD00007,STORE001,2026-04-26,5,11885.93,SAVE10
ORD0019160,CUST00557,PROD00006,STORE011,2026-04-26,1,7076.11,
ORD0020487,CUST00300,PROD00022,STORE015,2026-04-26,5,2591.37,
ORD0020107,CUST00732,PROD00248,STORE017,2026-04-26,1,23342.28,SAVE10
ORD0018589,CUST01086,PROD00033,STORE021,2026-04-26,1,20049.73,FEST50
ORD0019808,CUST01181,PROD00130,STORE003,2026-04-26,1,16846.72,SAVE10
ORD0019758,CUST00715,PROD00102,STORE021,2026-04-26,6,4368.25,FEST50
ORD0020313,CUST01103,PROD00011,STORE009,2026-04-26,4,2255.61,
ORD0020095,CUST00470,PROD00108,STORE014,2026-04-26,3,14003.89,FEST50
ORD0019266,CUST01138,PROD00106,STORE023,2026-04-26,6,20517.86,WELCOME5
ORD0019108,CUST00538,PROD00193,STORE018,2026-04-26,3,19800.52,
ORD0019235,CUST01240,PROD00210,STORE021,2026-04-26,6,15727.61,
ORD0020044,CUST00318,PROD00260,STORE003,2026-04-26,5,20454.28,
ORD0019977,CUST00148,PROD00185,STORE023,2026-04-26,6,870.87,SAVE10
ORD0020222,CUST00947,PROD00292,STORE007,2026-04-26,2,9431.81,FEST50
ORD0019110,CUST00018,PROD00227,STORE018,2026-04-26,1,7665.99,
ORD0018998,CUST00504,PROD00062,STORE007,2026-04-26,2,8147.86,
ORD0019023,CUST00373,PROD00278,STORE024,2026-04-26,1,11986.67,
ORD0019996,CUST01172,PROD00259,STORE009,2026-04-17,2,11992.66,
ORD0020201,CUST00875,PROD00188,STORE015,2026-04-26,1,3629.02,SAVE10
ORD0019053,CUST01265,PROD00045,STORE006,2026-04-26,5,18997.83,SAVE10
ORD0018917,CUST00619,PROD00212,STORE017,2026-04-26,2,23211.15,
ORD0020009,CUST01300,PROD00209,STORE007,,2,6102.91,
ORD0020297,CUST01499,PROD00231,STORE002,2026-04-26,3,4694.43,WELCOME5
ORD0020286,CUST00125,PROD00098,STORE002,2026-04-26,5,24315.63,WELCOME5
ORD0018964,CUST01434,PROD00073,STORE012,2026-04-26,5,11484.97,WELCOME5
ORD0019027,CUST00368,PROD00168,STORE014,2026-04-26,1,1718.2,FEST50
ORD0020121,CUST01052,PROD00239,STORE006,2026-04-26,5,939.67,WELCOME5
ORD0020197,CUST00539,PROD00287,STORE009,2026-04-26,4,8884.6,WELCOME5
ORD0019256,CUST00692,PROD00170,STORE023,2026-04-26,3,11378.4,
ORD0018552,CUST01339,PROD00028,STORE018,2026-04-26,6,11185.54,FEST50
ORD0019059,CUST00964,PROD00144,STORE004,2026-04-26,2,17491.79,
ORD0019741,CUST01121,PROD00087,STORE024,2026-04-26,2,3828.77,
ORD0019665,CUST00055,PROD00266,STORE008,2026-04-26,4,16003.67,
ORD0019274,CUST01015,PROD00224,STORE021,2026-04-26,3,6795.09,
ORD0018558,CUST00496,PROD00069,STORE005,2026-04-23,3,10028.42,WELCOME5
ORD0019527,CUST00185,PROD00073,STORE025,2026-04-26,3,17661.26,
ORD0019671,CUST01075,PROD00011,STORE005,2026-04-26,1,20309.21,
ORD0019534,CUST00654,PROD00058,STORE012,2026-04-26,5,23090.83,
ORD0018758,CUST01056,PROD00127,STORE016,2026-04-26,5,19878.07,WELCOME5
ORD0020257,CUST01330,PROD00204,STORE009,2026-04-26,3,12926.39,SAVE10
ORD0018710,CUST01295,PROD00241,STORE019,2026-04-26,2,24542.84,SAVE10
ORD0020164,CUST00693,PROD00184,STORE024,2026-04-26,2,12811.19,
ORD0019386,CUST00122,PROD00119,STORE020,2026-04-26,1,17234.74,SAVE10
ORD0020039,CUST01280,PROD00093,STORE017,2026-04-26,3,17391.92,
ORD0018618,CUST00292,PROD00273,STORE012,2026-04-26,2,22521.07,
ORD0018914,CUST00498,PROD00046,STORE004,2026-04-26,6,23830.96,FEST50
ORD0020430,CUST01237,PROD00054,STORE006,2026-04-26,2,11133.71,SAVE10
ORD0019831,CUST00449,PROD00214,STORE024,2026-04-16,5,24824.81,
ORD0020017,CUST00855,PROD00036,STORE022,2026-04-26,2,3008.35,
ORD0020464,CUST00691,PROD00105,STORE001,2026-04-26,2,16779.64,FEST50
ORD0020082,CUST01162,PROD00144,STORE002,2026-04-26,4,726.56,FEST50
ORD0019726,CUST01375,PROD00195,STORE023,2026-04-26,5,24387.68,WELCOME5
ORD0020382,CUST01450,PROD00039,STORE024,2026-04-26,2,13801.31,WELCOME5
ORD0019226,CUST00025,PROD00009,STORE002,2026-04-26,2,-5,
ORD0019761,CUST00994,PROD00013,STORE011,2026-04-26,5,12162.96,FEST50
ORD0019997,CUST00286,PROD00119,STORE002,2026-04-26,6,5302.01,
ORD0019902,CUST01400,PROD00218,STORE013,2026-04-26,1,19215.79,
ORD0019496,CUST00388,PROD00010,STORE005,2026-04-26,3,23309.94,SAVE10
ORD0020188,CUST01194,PROD00022,STORE024,2026-04-26,1,20636.05,
ORD0020070,CUST00014,PROD00204,STORE022,2026-04-26,4,18531.72,
ORD0018676,CUST01285,,STORE013,2026-04-26,2,20162.48,
ORD0018779,CUST00868,PROD00157,STORE002,2026-04-26,1,9486.71,
ORD0019035,CUST00202,PROD00062,STORE015,2026-04-26,3,3240.27,
ORD0018726,CUST00663,PROD00146,STORE003,2026-04-26,4,18789.69,FEST50
ORD0020480,CUST00861,PROD00181,STORE023,2026-04-26,2,18312.55,WELCOME5
ORD0018523,CUST00424,PROD00133,STORE012,2026-04-26,6,20977.21,
ORD0020136,CUST00964,PROD00259,STORE006,2026-04-26,6,2840.37,
ORD0018696,CUST00265,PROD00124,STORE007,2026-04-26,4,17832.93,
ORD0018535,CUST00063,PROD00062,STORE005,2026-04-26,6,12223.25,FEST50
ORD0018909,CUST00455,PROD00059,STORE025,2026-04-26,2,24906.0,FEST50
ORD0018651,CUST00841,PROD00121,STORE001,2026-04-26,4,4024.77,WELCOME5
ORD0019517,CUST01403,PROD00208,STORE010,2026-04-26,4,13959.09,WELCOME5
ORD0020482,CUST01328,PROD00028,STORE008,2026-04-26,4,23170.36,SAVE10
ORD0019746,CUST00054,PROD00055,STORE017,2026-04-26,6,6346.05,SAVE10
ORD0019867,CUST00209,PROD00181,STORE020,2026-04-16,6,11098.7,FEST50
ORD0019306,CUST00706,PROD00266,STORE014,2026-04-26,4,12129.73,WELCOME5
ORD0019094,CUST00857,PROD00004,STORE017,2026-04-26,3,20478.73,FEST50
ORD0019743,CUST00224,PROD00096,STORE025,,2,9344.58,WELCOME5
ORD0018741,CUST00551,PROD00111,STORE016,2026-04-26,6,11946.81,WELCOME5
ORD0019937,CUST01366,PROD00256,STORE021,2026-04-26,6,16706.37,FEST50
ORD0020263,CUST00737,PROD00251,STORE010,2026-04-26,5,23702.47,SAVE10
ORD0018723,CUST01357,PROD00295,STORE017,2026-04-26,6,2213.56,WELCOME5
